transaction_id,amount,merchant,location,timestamp,card_number,is_fraud
TXN00074,570.76,Target,"Chicago, IL",2025-09-23T11:21:13,****6442,0
TXN00402,22.22,Target,"Dallas, TX",2025-10-01T06:43:13,****7229,0
TXN00795,10.79,Amazon,"Dallas, TX",2025-10-06T02:48:13,****8875,0
TXN00273,312.54,Chevron,"Austin, TX",2025-09-26T11:07:13,****1693,0
TXN00058,34.34,Starbucks,"Los Angeles, CA",2025-10-21T09:56:13,****2638,0
TXN00150,85.24,Target,"New York, NY",2025-10-13T02:02:13,****2869,0
TXN00769,21.32,Shell Gas,"Houston, TX",2025-10-05T13:49:13,****7253,0
TXN00864,807.4,Best Buy,"Houston, TX",2025-09-30T12:09:13,****5809,0
TXN00083,501.12,McDonald's,"San Jose, CA",2025-10-05T14:35:13,****4114,0
TXN00339,101.43,Amazon,"Austin, TX",2025-10-11T11:41:13,****7029,0
TXN00033,53.5,Target,"Chicago, IL",2025-09-30T09:57:13,****3705,0
TXN00811,41.25,Amazon,"Jacksonville, FL",2025-09-24T06:43:13,****4669,0
TXN00714,99.36,McDonald's,"Chicago, IL",2025-10-10T04:09:13,****4056,0
TXN00475,643.84,Shell Gas,"Philadelphia, PA",2025-10-19T08:39:13,****4120,0
TXN00381,15.49,Target,"Los Angeles, CA",2025-10-20T12:08:13,****7850,0
TXN00511,81.92,Walmart,"San Antonio, TX",2025-10-14T05:11:13,****7499,0
TXN00819,61.77,Walmart,"San Diego, CA",2025-10-07T12:01:13,****1291,0
TXN00805,28.45,McDonald's,"Jacksonville, FL",2025-09-24T10:06:13,****3732,0
TXN00320,44.92,Target,"Chicago, IL",2025-10-20T11:39:13,****8740,0
TXN00431,9.25,Amazon,"Jacksonville, FL",2025-10-11T05:56:13,****4164,0
TXN00351,87.04,Home Depot,"San Diego, CA",2025-09-21T11:04:13,****2259,0
TXN00223,152.84,Home Depot,"San Diego, CA",2025-09-22T06:51:13,****7689,0
TXN00506,26.29,Chevron,"San Jose, CA",2025-09-30T18:33:13,****6152,0
TXN00016,23.49,Home Depot,"Philadelphia, PA",2025-09-25T06:29:13,****4752,0
TXN00155,84.74,Costco,"San Jose, CA",2025-10-02T15:45:13,****2625,0
TXN00093,19.05,CVS Pharmacy,"Chicago, IL",2025-09-30T15:00:13,****6491,0
TXN00239,20.23,CVS Pharmacy,"San Antonio, TX",2025-10-05T15:28:13,****8802,0
TXN00009,27.0,Walmart,"San Antonio, TX",2025-10-19T08:39:13,****6925,0
TXN00745,118.69,Apple Store,"Dallas, TX",2025-10-10T11:39:13,****5237,0
TXN00449,25.26,Apple Store,"New York, NY",2025-10-04T09:41:13,****6049,0
TXN00733,100.72,Amazon,"Philadelphia, PA",2025-09-25T06:13:13,****5593,0
TXN00129,63.4,Walmart,"Dallas, TX",2025-10-01T11:38:13,****7882,0
TXN00276,109.2,Costco,"Los Angeles, CA",2025-10-09T20:12:13,****3815,0
TXN00289,83.22,Apple Store,"San Jose, CA",2025-10-05T10:55:13,****1672,0
TXN00105,42.87,CVS Pharmacy,"Phoenix, AZ",2025-10-14T12:12:13,****9849,0
TXN00191,27.94,Shell Gas,"Los Angeles, CA",2025-10-05T03:32:13,****3361,0
TXN00023,60.42,Apple Store,"Los Angeles, CA",2025-10-09T11:03:13,****9669,0
TXN00548,40.26,Costco,"Philadelphia, PA",2025-10-07T05:59:13,****8912,0
TXN00051,88.78,Amazon,"Jacksonville, FL",2025-10-11T15:55:13,****8811,0
TXN00156,18.7,Best Buy,"Austin, TX",2025-10-15T13:27:13,****3573,0
TXN00020,6.56,Costco,"Jacksonville, FL",2025-10-03T10:55:13,****7543,0
TXN00329,139.24,Chevron,"Dallas, TX",2025-10-05T06:00:13,****1333,0
TXN00193,75.27,Starbucks,"San Jose, CA",2025-09-29T11:27:13,****6383,0
TXN00504,127.03,Amazon,"Houston, TX",2025-10-15T03:48:13,****8790,0
TXN00638,60.95,Walmart,"San Diego, CA",2025-09-24T11:38:13,****6090,0
TXN00718,68.41,Chevron,"New York, NY",2025-09-25T10:59:13,****7858,0
TXN00279,60.62,Walmart,"San Antonio, TX",2025-09-24T12:11:13,****4630,0
TXN00464,75.26,McDonald's,"San Diego, CA",2025-10-14T08:44:13,****1924,0
TXN00633,43.08,Best Buy,"New York, NY",2025-10-06T10:34:13,****3458,0
TXN00467,137.17,Costco,"Chicago, IL",2025-09-30T09:06:13,****5923,0
TXN00653,36.48,Target,"Los Angeles, CA",2025-10-16T10:12:13,****7660,0
TXN00114,2000.0,Shell Gas,"Chicago, IL",2025-10-02T08:34:13,****7455,0
TXN00297,210.48,Costco,"Jacksonville, FL",2025-09-24T07:34:13,****3463,0
TXN00140,8.62,Costco,"Houston, TX",2025-10-09T07:13:13,****7046,0
TXN00187,111.04,Apple Store,"San Antonio, TX",2025-10-14T05:06:13,****1715,0
